arrival_rate,service_rate,num_servers,traffic_intensity,avg_wait_time,avg_queue_length,throughput,utilization
2.8545,2.8331,5,0.2015,0.0003,0.0014,2.89,0.2015
3.7712,4.3187,5,0.1746,0.0001,0.0005,3.766,0.1746
1.9863,4.2236,4,0.1176,0.0003,0.0,1.994,0.1176
1.8418,1.2337,5,0.2986,0.002,0.0021,1.862,0.2986
1.2912,4.363,5,0.0592,0.0,0.0,1.302,0.0592
3.0799,1.9892,5,0.3097,0.0011,0.0027,2.978,0.3097
3.5735,2.6047,1,1.3719,78.8315,291.7723,2.472,0.9999
0.7675,4.2051,3,0.0608,0.0,0.0,0.762,0.0608
1.9288,1.8356,1,1.0508,7.7621,14.5173,1.826,0.9999
3.2489,4.7119,4,0.1724,0.0002,0.0006,3.224,0.1724
1.0207,1.2318,1,0.8286,3.2178,3.1486,1.05,0.8286
2.8086,2.2285,1,1.2603,40.6329,116.1329,2.286,0.9999
3.1094,2.2251,5,0.2795,0.0011,0.0025,3.176,0.2795
3.1112,4.6261,4,0.1681,0.0002,0.0006,3.082,0.1681
2.6123,1.6687,3,0.5218,0.121,0.3063,2.52,0.5218
2.7104,3.8216,2,0.3546,0.0203,0.038,2.634,0.3546
0.5042,2.5809,2,0.0977,0.0001,0.0,0.51,0.0977
2.2487,4.7813,4,0.1176,0.0,0.0,2.432,0.1176
1.7615,1.0346,3,0.5675,0.1286,0.1964,1.874,0.5675
3.5048,4.2503,1,0.8246,1.6432,5.9867,3.456,0.8246
1.3491,4.8598,1,0.2776,0.0602,0.0752,1.304,0.2776
1.0686,1.4542,4,0.1837,0.0019,0.0,1.064,0.1837
0.7044,1.6925,5,0.0832,0.0001,0.0,0.702,0.0832
2.6868,3.0538,3,0.2933,0.019,0.0636,2.738,0.2933
2.957,3.1565,5,0.1874,0.0,0.0,2.918,0.1874
2.2951,2.6008,4,0.2206,0.002,0.0043,2.342,0.2206
3.1301,3.6285,2,0.4313,0.0488,0.13,3.062,0.4313
3.8098,3.6162,3,0.3512,0.0126,0.0418,3.924,0.3512
2.0059,2.0575,1,0.9749,7.257,14.6242,2.026,0.9749
1.3586,1.2508,4,0.2715,0.0132,0.0154,1.43,0.2715
0.7599,4.0089,5,0.0379,0.0,0.0,0.762,0.0379
2.8867,3.9154,4,0.1843,0.0007,0.003,2.652,0.1843
0.7343,2.1597,2,0.17,0.0061,0.0027,0.73,0.17
3.688,4.5722,5,0.1613,0.0,0.0,3.738,0.1613
2.2008,2.5847,2,0.4257,0.0774,0.1718,2.188,0.4257
0.9303,4.6083,5,0.0404,0.0,0.0,0.986,0.0404
2.8452,3.7104,4,0.1917,0.0016,0.0042,2.876,0.1917
3.6218,1.5434,1,2.3466,141.6941,499.401,1.608,0.9999
1.1426,3.3622,4,0.085,0.0,0.0,1.154,0.085
1.4454,3.2866,1,0.4398,0.2329,0.3333,1.482,0.4398
2.8691,2.7084,2,0.5297,0.1485,0.3924,2.934,0.5297
1.3501,3.1804,2,0.2123,0.011,0.0147,1.358,0.2123
3.3945,3.6254,4,0.2341,0.001,0.0031,3.264,0.2341
1.3701,4.8559,2,0.1411,0.0035,0.0,1.294,0.1411
1.6524,2.7743,2,0.2978,0.029,0.0449,1.648,0.2978
3.832,4.5534,5,0.1683,0.0002,0.0016,3.74,0.1683
3.1218,4.1408,1,0.7539,0.6499,2.0143,3.052,0.7539
3.0641,3.554,5,0.1724,0.0002,0.0,3.13,0.1724
3.4315,3.2886,2,0.5217,0.1237,0.4411,3.6,0.5217
3.9954,3.536,1,1.1299,27.5904,113.2754,3.492,0.9999
1.4827,3.1231,1,0.4748,0.4275,0.6196,1.53,0.4748
3.2023,1.503,3,0.7102,0.3707,1.222,3.284,0.7102
1.4029,4.2831,5,0.0655,0.0,0.0,1.448,0.0655
3.0634,1.8323,4,0.418,0.0267,0.0749,3.124,0.418
2.7317,4.4824,4,0.1524,0.0,0.0,2.762,0.1524
2.1699,3.0259,1,0.7171,0.6671,1.3741,2.058,0.7171
1.0157,1.7122,5,0.1186,0.0,0.0,1.084,0.1186
2.932,4.9456,4,0.1482,0.0004,0.0007,3.006,0.1482
2.6736,2.4682,5,0.2166,0.0008,0.0037,2.704,0.2166
1.5439,4.0581,5,0.0761,0.0,0.0,1.596,0.0761
2.5989,1.805,1,1.4398,79.3736,203.9665,1.81,0.9999
2.5053,4.8723,4,0.1285,0.0,0.0,2.518,0.1285
3.234,1.4978,4,0.5398,0.0591,0.1895,3.204,0.5398
0.6354,4.9942,1,0.1272,0.0313,0.018,0.666,0.1272
2.8062,4.0007,4,0.1754,0.0003,0.0,2.802,0.1754
1.8911,1.4299,5,0.2645,0.005,0.0061,1.976,0.2645
1.1595,2.0505,3,0.1885,0.0045,0.0031,1.308,0.1885
3.3729,4.3155,2,0.3908,0.05,0.1808,3.408,0.3908
3.0105,1.4987,5,0.4017,0.0075,0.0269,3.044,0.4017
0.6059,1.6546,1,0.3662,0.3904,0.3119,0.65,0.3662
3.2694,4.3897,5,0.149,0.0001,0.0,3.362,0.149
3.6659,1.6757,3,0.7292,0.3692,1.3473,3.73,0.7292
1.2312,3.6688,4,0.0839,0.0,0.0,1.24,0.0839
2.4641,4.9102,2,0.2509,0.0119,0.0268,2.46,0.2509
2.4754,2.1724,2,0.5697,0.1555,0.3917,2.408,0.5697
2.299,3.5604,5,0.1291,0.0,0.0,2.282,0.1291
0.6412,4.0101,1,0.1599,0.0455,0.0125,0.638,0.1599
3.6977,2.0423,2,0.9053,0.9115,3.239,3.574,0.9053
1.2064,2.8745,3,0.1399,0.0004,0.0,1.196,0.1399
2.3623,2.5468,4,0.2319,0.0011,0.0017,2.294,0.2319
3.5589,2.9644,1,1.2005,48.1568,168.0267,2.904,0.9999
1.615,4.9155,5,0.0657,0.0,0.0,1.58,0.0657
0.6316,1.375,5,0.0919,0.0,0.0,0.69,0.0919
3.0241,2.9963,3,0.3364,0.0181,0.0603,2.984,0.3364
3.8828,3.8647,4,0.2512,0.0015,0.0036,3.904,0.2512
2.1723,2.2949,1,0.9466,5.6033,13.1854,2.16,0.9466
2.9983,2.8585,1,1.0489,15.5733,45.9148,2.74,0.9999
1.1004,4.971,2,0.1107,0.001,0.0,1.12,0.1107
2.4942,3.2151,4,0.1939,0.0012,0.0033,2.406,0.1939
2.603,4.7916,3,0.1811,0.002,0.0107,2.626,0.1811
2.8725,4.8074,5,0.1195,0.0,0.0,2.784,0.1195
1.6341,2.7708,2,0.2949,0.0397,0.0624,1.6,0.2949
2.9059,4.8781,4,0.1489,0.0,0.0,2.956,0.1489
1.3064,1.5078,1,0.8664,3.7999,5.0134,1.318,0.8664
3.2289,2.3514,2,0.6866,0.329,1.0375,3.09,0.6866
3.9753,2.3888,4,0.416,0.0159,0.0552,3.986,0.416
1.1471,1.0919,4,0.2626,0.0036,0.0034,1.16,0.2626
0.5902,2.0138,3,0.0977,0.0,0.0,0.596,0.0977
3.32,4.6228,1,0.7182,0.6276,2.2187,3.524,0.7182
1.9144,2.9855,3,0.2137,0.0071,0.0171,1.988,0.2137
3.3016,2.2821,5,0.2893,0.0013,0.0018,3.28,0.2893
2.1753,4.0666,1,0.5349,0.2779,0.5609,2.11,0.5349
1.1746,1.5608,5,0.1505,0.0,0.0,1.164,0.1505
3.9187,4.2051,3,0.3106,0.0065,0.0264,4.008,0.3106
1.2177,4.0996,2,0.1485,0.0044,0.0048,1.254,0.1485
2.8619,2.7361,3,0.3487,0.015,0.0294,2.786,0.3487
2.0392,2.788,5,0.1463,0.0,0.0,2.052,0.1463
3.8074,4.7446,1,0.8025,1.3044,5.2234,3.9,0.8025
3.3211,3.6014,1,0.9222,1.7546,5.5798,3.284,0.9222
1.3732,3.9438,2,0.1741,0.0054,0.0081,1.476,0.1741
3.0709,1.8185,3,0.5629,0.0984,0.2834,3.018,0.5629
1.1549,1.2093,2,0.4775,0.2125,0.214,1.056,0.4775
3.4876,2.6784,2,0.6511,0.2947,1.0143,3.496,0.6511
3.8852,4.6207,5,0.1682,0.0001,0.0011,3.79,0.1682
2.693,3.2776,1,0.8216,0.9354,2.5053,2.642,0.8216
2.2024,2.5017,5,0.1761,0.0014,0.0071,2.258,0.1761
3.254,1.0318,2,1.5769,89.7349,296.7816,2.032,0.9999
2.6738,2.1578,3,0.413,0.0435,0.1064,2.78,0.413
2.3464,4.0462,2,0.29,0.0186,0.0339,2.422,0.29
2.8091,3.0081,4,0.2335,0.0011,0.0029,2.752,0.2335
1.8616,1.157,3,0.5363,0.1901,0.3442,1.784,0.5363
3.908,1.011,4,0.9664,4.6765,18.0941,3.988,0.9664
1.3233,2.7184,5,0.0974,0.0,0.0,1.312,0.0974
0.9702,3.746,5,0.0518,0.0,0.0,0.964,0.0518
1.125,4.1168,2,0.1366,0.0026,0.0039,1.018,0.1366
3.696,4.4431,3,0.2773,0.0073,0.0321,3.612,0.2773
3.0916,4.2811,1,0.7222,0.5532,1.7394,3.14,0.7222
1.2404,2.4438,5,0.1015,0.0,0.0,1.186,0.1015
1.5658,2.0466,5,0.153,0.0001,0.0,1.51,0.153
2.5662,3.7768,4,0.1699,0.0001,0.0,2.682,0.1699
2.6583,2.8286,3,0.3133,0.0107,0.0281,2.698,0.3133
2.6044,1.6635,5,0.3131,0.0054,0.0108,2.588,0.3131
0.5819,2.8975,2,0.1004,0.0032,0.0,0.584,0.1004
1.4305,1.1755,5,0.2434,0.0,0.0,1.342,0.2434
1.9818,3.8028,1,0.5211,0.3148,0.573,2.028,0.5211
0.7734,4.6142,5,0.0335,0.0,0.0,0.7,0.0335
1.3031,4.8447,5,0.0538,0.0,0.0,1.29,0.0538
3.7332,4.2268,4,0.2208,0.001,0.0037,3.738,0.2208
1.2329,3.7946,4,0.0812,0.0,0.0,1.216,0.0812
3.8382,4.8189,4,0.1991,0.0008,0.0015,3.892,0.1991
2.6135,1.9589,4,0.3335,0.0131,0.0315,2.724,0.3335
3.5656,1.834,3,0.6481,0.2152,0.7443,3.584,0.6481
3.8595,4.3455,3,0.2961,0.0055,0.0231,3.812,0.2961
2.0328,3.49,3,0.1942,0.0014,0.002,1.99,0.1942
3.2811,4.3673,4,0.1878,0.0004,0.0,3.276,0.1878
2.9378,2.9035,2,0.5059,0.1343,0.4075,2.988,0.5059
2.2283,4.9833,4,0.1118,0.0001,0.0,2.102,0.1118
1.9536,4.0768,3,0.1597,0.0023,0.0049,2.022,0.1597
3.7065,1.9176,4,0.4832,0.0412,0.1457,3.744,0.4832
2.8322,4.2719,4,0.1657,0.0003,0.0,2.784,0.1657
3.4223,3.7412,4,0.2287,0.0008,0.0018,3.266,0.2287
3.6654,4.229,3,0.2889,0.0093,0.035,3.658,0.2889
0.9755,2.2191,1,0.4396,0.3745,0.3728,1.014,0.4396
3.6933,2.6568,4,0.3475,0.006,0.0243,3.7,0.3475
0.6304,2.7251,5,0.0463,0.0,0.0,0.634,0.0463
3.5252,3.0779,5,0.2291,0.0004,0.0006,3.476,0.2291
3.7479,4.5999,2,0.4074,0.0377,0.1366,3.674,0.4074
1.0544,3.8434,1,0.2743,0.1007,0.1197,0.986,0.2743
1.2733,4.9653,1,0.2564,0.0734,0.0852,1.22,0.2564
3.0616,4.9241,5,0.1244,0.0,0.0,3.056,0.1244
3.6881,4.3184,5,0.1708,0.0001,0.0005,3.698,0.1708
3.5885,2.3967,1,1.4973,74.1928,270.2351,2.346,0.9999
3.9162,4.9047,4,0.1996,0.0002,0.0,3.91,0.1996
3.4945,3.7795,2,0.4623,0.0744,0.2615,3.358,0.4623
2.3796,2.7924,4,0.213,0.0015,0.0025,2.432,0.213
3.4368,3.2433,3,0.3532,0.0102,0.0282,3.334,0.3532
2.238,4.8479,4,0.1154,0.0003,0.0,2.212,0.1154
0.6956,1.5534,1,0.4478,0.5838,0.4042,0.668,0.4478
1.427,4.5354,2,0.1573,0.0047,0.0073,1.364,0.1573
2.3873,3.0973,4,0.1927,0.0005,0.0,2.332,0.1927
1.2835,1.7464,2,0.3675,0.0792,0.1212,1.252,0.3675
3.7188,1.1411,4,0.8147,0.693,2.5036,3.592,0.8147
3.9385,2.3583,2,0.835,1.1062,4.4034,4.026,0.835
3.3874,1.0968,4,0.7721,0.6515,2.2358,3.454,0.7721
3.7107,4.8325,1,0.7679,0.768,2.8864,3.662,0.7679
2.5689,4.4751,4,0.1435,0.0,0.0,2.668,0.1435
3.5266,2.209,2,0.7982,0.8153,2.8143,3.474,0.7982
3.8456,2.5455,1,1.5107,83.2081,327.7163,2.59,0.9999
3.3272,4.4365,2,0.375,0.0311,0.0923,3.184,0.375
0.5886,4.7159,1,0.1248,0.0318,0.0272,0.588,0.1248
1.9965,2.3995,4,0.208,0.0003,0.0,2.026,0.208
3.8996,4.537,1,0.8595,0.9467,3.6361,3.898,0.8595
1.4513,1.2825,5,0.2263,0.0003,0.0,1.448,0.2263
0.5027,2.045,4,0.0615,0.0,0.0,0.49,0.0615
1.2293,4.5306,1,0.2713,0.0662,0.0654,1.224,0.2713
1.5055,1.7418,2,0.4322,0.1464,0.1986,1.48,0.4322
3.6233,3.4196,2,0.5298,0.1369,0.4808,3.68,0.5298
2.0151,4.799,5,0.084,0.0,0.0,2.042,0.084
3.3511,1.44,5,0.4654,0.0267,0.0984,3.412,0.4654
0.5695,1.9561,5,0.0582,0.0,0.0,0.626,0.0582
1.142,3.5958,1,0.3176,0.1148,0.1298,1.14,0.3176
3.3502,3.4317,1,0.9763,9.777,34.4456,3.418,0.9763
0.963,3.872,2,0.1244,0.0015,0.0,0.97,0.1244
2.498,1.1978,1,2.0855,128.6936,344.5004,1.15,0.9999
3.9485,1.7924,1,2.2029,139.942,575.7485,1.702,0.9999
1.6628,1.6047,3,0.3454,0.0153,0.0188,1.592,0.3454
1.4385,3.8737,4,0.0928,0.0,0.0,1.424,0.0928
3.0725,1.2136,3,0.8439,1.5077,4.7385,3.12,0.8439
3.6474,2.7127,4,0.3361,0.0093,0.0402,3.734,0.3361
1.3508,2.0451,2,0.3303,0.0444,0.049,1.306,0.3303
1.3352,4.5563,4,0.0733,0.0,0.0,1.336,0.0733
3.6027,2.1915,5,0.3288,0.0048,0.0106,3.574,0.3288
2.5976,1.2524,3,0.6914,0.4675,1.2166,2.53,0.6914
1.9347,2.6417,4,0.1831,0.0,0.0,1.89,0.1831
3.0123,2.5922,5,0.2324,0.0004,0.0013,3.132,0.2324
2.7966,2.2366,3,0.4168,0.0577,0.1776,2.858,0.4168
3.5363,3.2154,1,1.0998,14.3413,50.8698,3.244,0.9999
0.9952,1.7234,3,0.1925,0.0058,0.0041,0.986,0.1925
1.7125,3.0899,4,0.1386,0.0,0.0,1.734,0.1386
3.6023,4.5419,3,0.2644,0.0057,0.0174,3.68,0.2644
2.9691,4.0449,5,0.1468,0.0,0.0,2.912,0.1468
1.6323,3.4983,1,0.4666,0.2723,0.4944,1.61,0.4666
1.2126,3.6752,4,0.0825,0.0006,0.0,1.338,0.0825
2.8995,1.7427,5,0.3328,0.0083,0.0218,3.022,0.3328
1.3137,3.7245,1,0.3527,0.1626,0.2423,1.362,0.3527
2.0881,4.3167,2,0.2419,0.0091,0.0081,1.978,0.2419
2.9615,3.386,3,0.2915,0.0103,0.036,2.998,0.2915
1.5335,3.1133,3,0.1642,0.0008,0.0013,1.516,0.1642
1.858,4.883,1,0.3805,0.1162,0.2304,1.788,0.3805
2.5008,3.3535,5,0.1491,0.0,0.0,2.628,0.1491
0.909,4.2472,4,0.0535,0.0,0.0,0.928,0.0535
2.1326,2.924,4,0.1823,0.0006,0.0009,2.14,0.1823
1.0958,1.0963,2,0.4998,0.3728,0.3948,1.084,0.4998
0.7425,2.9734,4,0.0624,0.0,0.0,0.802,0.0624
2.8633,3.8351,4,0.1867,0.002,0.0061,2.962,0.1867
2.6336,3.7789,3,0.2323,0.0058,0.0242,2.644,0.2323
2.7782,2.6293,2,0.5283,0.1805,0.5588,2.734,0.5283
2.0409,4.6878,4,0.1088,0.0001,0.0,2.012,0.1088
2.8382,1.4785,5,0.3839,0.0159,0.0497,2.812,0.3839
3.0366,2.8138,2,0.5396,0.1466,0.4659,2.902,0.5396
2.7528,2.7119,1,1.0151,23.7447,63.8645,2.702,0.9999
3.4102,4.6556,4,0.1831,0.0002,0.0,3.408,0.1831
2.9754,1.8271,2,0.8142,1.1055,3.4132,2.974,0.8142
3.5559,2.4436,4,0.3638,0.0149,0.0553,3.65,0.3638
3.4671,1.1937,4,0.7261,0.3969,1.4319,3.404,0.7261
3.807,4.6727,1,0.8147,0.9299,3.6004,3.794,0.8147
1.8745,3.8683,4,0.1211,0.0,0.0,1.848,0.1211
0.7218,2.5172,2,0.1434,0.0019,0.003,0.674,0.1434
2.994,3.3087,5,0.181,0.0,0.0,3.056,0.181
0.6688,2.973,4,0.0562,0.0,0.0,0.734,0.0562
2.4205,3.9155,1,0.6182,0.3914,0.9446,2.49,0.6182
1.7882,3.0208,2,0.296,0.0426,0.0703,1.82,0.296
3.032,4.7202,5,0.1285,0.0,0.0,2.99,0.1285
0.7111,4.1754,2,0.0852,0.0022,0.0028,0.71,0.0852
2.6789,1.438,1,1.8629,93.1036,264.6527,1.498,0.9999
3.7149,3.1961,1,1.1623,34.3336,126.7167,3.2,0.9999
1.2288,4.0643,3,0.1008,0.0001,0.0,1.224,0.1008
0.5175,1.4079,4,0.0919,0.0,0.0,0.538,0.0919
1.3494,2.4772,1,0.5447,0.4341,0.689,1.376,0.5447
1.541,3.2652,1,0.4719,0.2998,0.5051,1.56,0.4719
0.5297,2.9771,3,0.0593,0.0,0.0,0.484,0.0593
3.3408,1.2014,5,0.5562,0.0644,0.224,3.302,0.5562
1.4702,3.0217,1,0.4865,0.2431,0.3139,1.478,0.4865
1.978,1.1099,4,0.4455,0.0967,0.2324,2.124,0.4455
3.3067,2.179,4,0.3794,0.0226,0.0783,3.348,0.3794
2.9413,1.8188,3,0.5391,0.0971,0.2821,2.958,0.5391
3.2094,3.0935,4,0.2594,0.0035,0.0112,3.218,0.2594
3.7784,4.4788,2,0.4218,0.0496,0.1768,3.846,0.4218
1.619,4.3465,2,0.1862,0.0054,0.0064,1.558,0.1862
0.7389,2.9002,2,0.1274,0.0061,0.0,0.758,0.1274
3.6079,1.6439,3,0.7316,0.368,1.3442,3.506,0.7316
1.9408,1.3452,3,0.4809,0.0823,0.1501,1.946,0.4809
0.9544,2.6011,5,0.0734,0.0,0.0,0.964,0.0734
0.5223,2.4597,1,0.2123,0.1911,0.0803,0.548,0.2123
3.1624,4.9553,4,0.1595,0.0001,0.0,3.066,0.1595
3.5844,4.7155,4,0.19,0.0003,0.0011,3.652,0.19
3.5331,4.7402,2,0.3727,0.0328,0.104,3.442,0.3727
0.9028,1.719,5,0.105,0.0,0.0,0.846,0.105
2.6828,4.8718,2,0.2753,0.0186,0.0553,2.532,0.2753
0.5789,4.2354,3,0.0456,0.0,0.0,0.56,0.0456
3.8163,4.0707,3,0.3125,0.01,0.0354,3.838,0.3125
3.6752,4.9019,1,0.7498,0.5714,1.9842,3.542,0.7498
2.1756,4.0447,1,0.5379,0.3443,0.7984,2.242,0.5379
1.305,2.219,2,0.2941,0.0464,0.0591,1.354,0.2941
1.3027,3.2988,4,0.0987,0.0,0.0,1.254,0.0987
1.5167,1.9674,4,0.1927,0.0002,0.0,1.516,0.1927
0.8542,4.2434,2,0.1007,0.0038,0.0022,0.89,0.1007
3.7212,3.6258,4,0.2566,0.0017,0.0073,3.836,0.2566
1.0865,2.4,4,0.1132,0.0004,0.0,1.1,0.1132
2.674,3.1771,2,0.4208,0.072,0.1783,2.712,0.4208
2.0933,1.3761,1,1.5212,87.7772,193.5108,1.42,0.9999
2.225,1.6731,2,0.6649,0.4284,0.8111,2.094,0.6649
3.1327,4.3665,3,0.2391,0.004,0.0081,3.198,0.2391
2.315,3.1614,3,0.2441,0.0026,0.0008,2.362,0.2441
1.4011,4.7583,3,0.0982,0.0002,0.0,1.364,0.0982
0.7488,3.8216,1,0.1959,0.0566,0.0508,0.748,0.1959
0.7146,4.1325,2,0.0865,0.002,0.0,0.762,0.0865
1.1605,2.2934,1,0.506,0.3803,0.4593,1.104,0.506
1.2416,3.028,5,0.082,0.0,0.0,1.194,0.082
3.9271,3.2019,5,0.2453,0.0011,0.0089,3.806,0.2453
2.3845,4.4364,3,0.1792,0.0016,0.0034,2.358,0.1792
1.5164,4.7841,1,0.317,0.0565,0.0737,1.492,0.317
3.8446,2.9881,3,0.4289,0.0261,0.1023,3.948,0.4289
3.4149,1.8983,3,0.5996,0.1493,0.4774,3.358,0.5996
1.0514,3.2391,4,0.0811,0.0002,0.0,1.114,0.0811
2.3633,1.0938,1,2.1606,118.8153,283.3937,1.166,0.9999
1.5703,4.9676,5,0.0632,0.0,0.0,1.586,0.0632
2.7667,3.2269,5,0.1715,0.0007,0.003,2.626,0.1715
0.6032,2.4305,3,0.0827,0.0,0.0,0.59,0.0827
2.3012,3.4531,3,0.2221,0.0048,0.0081,2.21,0.2221
3.2008,4.2189,3,0.2529,0.0044,0.0147,3.268,0.2529
2.6394,4.4045,5,0.1199,0.0,0.0,2.582,0.1199
3.2583,1.5738,3,0.6901,0.4042,1.3668,3.294,0.6901
3.059,1.2945,3,0.7877,0.7449,2.2243,3.052,0.7877
3.1065,4.0315,5,0.1541,0.0001,0.0006,3.18,0.1541
0.9014,1.8354,2,0.2456,0.0292,0.0227,0.876,0.2456
3.8899,1.6687,5,0.4662,0.025,0.0924,3.916,0.4662
0.5095,2.048,5,0.0498,0.0,0.0,0.51,0.0498
1.026,4.5148,1,0.2273,0.0504,0.0374,1.07,0.2273
3.6867,3.2093,5,0.2298,0.0007,0.0032,3.718,0.2298
1.0514,2.0526,3,0.1707,0.0011,0.0,1.024,0.1707
3.9017,3.3994,4,0.2869,0.0042,0.014,3.864,0.2869
3.2604,2.3554,5,0.2768,0.0019,0.0048,3.326,0.2768
3.8974,2.8789,4,0.3384,0.0061,0.0218,3.952,0.3384
1.7841,2.964,2,0.301,0.0357,0.0696,1.84,0.301
2.8344,2.5104,1,1.1291,21.6813,61.8197,2.538,0.9999
1.6195,2.6909,4,0.1505,0.0011,0.0025,1.594,0.1505
3.7514,1.7646,2,1.063,21.8057,83.4509,3.492,0.9999
0.6804,3.1854,5,0.0427,0.0,0.0,0.67,0.0427
1.6645,3.6854,2,0.2258,0.011,0.0164,1.708,0.2258
3.7776,2.5141,5,0.3005,0.0025,0.0099,3.836,0.3005
1.9204,1.5826,5,0.2427,0.0005,0.0,1.956,0.2427
2.8713,4.2244,2,0.3398,0.0293,0.0793,2.9,0.3398
1.1656,4.3805,5,0.0532,0.0,0.0,1.212,0.0532
2.2151,4.416,5,0.1003,0.0,0.0,2.154,0.1003
1.4852,4.8559,3,0.102,0.0,0.0,1.524,0.102
1.0171,4.72,3,0.0718,0.0,0.0,1.014,0.0718
3.497,4.7265,4,0.185,0.0005,0.0012,3.46,0.185
1.9788,1.8714,5,0.2115,0.0013,0.002,1.974,0.2115
3.9783,4.7024,3,0.282,0.0062,0.0261,3.982,0.282
1.7884,2.9826,3,0.1999,0.0036,0.0053,1.89,0.1999
0.7917,4.8644,1,0.1628,0.0387,0.0386,0.778,0.1628
1.7105,1.6323,4,0.262,0.0029,0.0047,1.688,0.262
0.868,2.6342,4,0.0824,0.0,0.0,0.88,0.0824
1.9775,3.388,3,0.1946,0.0051,0.0107,2.05,0.1946
1.7521,4.6234,5,0.0758,0.0,0.0,1.682,0.0758
2.9442,3.3168,3,0.2959,0.0106,0.0283,2.966,0.2959
2.0441,2.7719,5,0.1475,0.0,0.0,1.986,0.1475
1.4846,1.9457,2,0.3815,0.1036,0.1716,1.492,0.3815
1.3462,1.111,5,0.2423,0.0,0.0,1.384,0.2423
1.5713,2.2008,4,0.1785,0.0006,0.0012,1.63,0.1785
2.5194,1.3687,5,0.3681,0.0137,0.0376,2.552,0.3681
2.3904,1.651,1,1.4478,69.4672,164.4476,1.696,0.9999
0.6829,3.4492,1,0.198,0.0468,0.0229,0.612,0.198
2.5744,4.2698,2,0.3015,0.0171,0.0357,2.634,0.3015
2.963,1.086,5,0.5457,0.0755,0.2381,3.014,0.5457
1.8249,1.0707,3,0.5681,0.1502,0.2475,1.79,0.5681
0.5139,1.2172,4,0.1055,0.0011,0.0,0.518,0.1055
0.7596,4.3897,2,0.0865,0.0017,0.0026,0.756,0.0865
1.8033,4.4106,3,0.1363,0.0012,0.0023,1.714,0.1363
0.5475,3.1348,3,0.0582,0.0,0.0,0.53,0.0582
2.0716,4.9691,5,0.0834,0.0,0.0,1.984,0.0834
3.8918,1.4177,4,0.6863,0.1898,0.8073,3.996,0.6863
1.5987,4.5903,1,0.3483,0.0957,0.1603,1.664,0.3483
1.1108,2.056,4,0.1351,0.0032,0.005,1.192,0.1351
2.3004,1.5247,2,0.7544,1.1417,2.7625,2.28,0.7544
3.3108,4.2875,1,0.7722,0.8067,2.7131,3.246,0.7722
1.7638,3.2706,5,0.1079,0.0,0.0,1.81,0.1079
2.6502,1.5422,1,1.7185,99.0451,255.0674,1.436,0.9999
0.5382,1.1708,5,0.0919,0.0,0.0,0.508,0.0919
2.7905,2.0888,2,0.668,0.3311,0.9652,2.848,0.668
1.3896,3.1634,3,0.1464,0.0013,0.004,1.518,0.1464
3.2674,3.0943,5,0.2112,0.0007,0.0025,3.2,0.2112
1.535,2.5175,1,0.6097,0.4553,0.6378,1.384,0.6097
2.3451,1.3075,5,0.3587,0.0087,0.0185,2.266,0.3587
3.7114,4.7939,5,0.1548,0.0001,0.0,3.656,0.1548
2.4488,2.4039,5,0.2037,0.0003,0.0,2.5,0.2037
2.1024,4.6711,4,0.1125,0.0,0.0,2.152,0.1125
2.5212,2.3192,3,0.3624,0.0317,0.0941,2.486,0.3624
1.9473,1.8564,3,0.3497,0.0232,0.043,1.906,0.3497
1.5077,2.5088,5,0.1202,0.0,0.0,1.56,0.1202
1.9525,1.627,3,0.4,0.0509,0.1002,1.954,0.4
1.8677,3.1972,2,0.2921,0.0279,0.056,1.884,0.2921
3.0293,1.278,2,1.1852,60.5912,184.8519,2.476,0.9999
3.3833,4.6183,2,0.3663,0.0375,0.1353,3.438,0.3663
3.7933,1.1909,4,0.7963,0.6882,2.6387,3.806,0.7963
3.2654,2.8581,2,0.5713,0.1658,0.5138,3.318,0.5713
0.6338,3.3023,3,0.064,0.0,0.0,0.63,0.064
3.3543,1.7061,3,0.6554,0.2619,0.8511,3.388,0.6554
0.9254,1.2049,1,0.768,1.7208,1.4317,0.904,0.768
3.1282,2.9697,3,0.3511,0.019,0.0665,3.158,0.3511
1.801,1.7518,3,0.3427,0.0498,0.1082,1.81,0.3427
1.0164,3.1332,4,0.0811,0.0,0.0,1.074,0.0811
0.8143,2.2144,3,0.1226,0.0,0.0,0.808,0.1226
2.3406,1.8088,3,0.4313,0.0611,0.1461,2.41,0.4313
0.7762,4.949,2,0.0784,0.0007,0.0,0.862,0.0784
1.0342,1.666,1,0.6208,0.9065,0.8907,1.006,0.6208
3.8293,2.5909,5,0.2956,0.002,0.009,3.798,0.2956
2.023,3.4955,2,0.2894,0.0255,0.041,2.0,0.2894
3.7734,1.4916,4,0.6324,0.1267,0.4939,3.748,0.6324
2.0753,3.8174,4,0.1359,0.0,0.0,2.036,0.1359
3.5103,2.4001,4,0.3656,0.0039,0.0069,3.466,0.3656
3.3583,3.031,2,0.554,0.1507,0.5109,3.292,0.554
2.5348,1.9163,1,1.3228,53.0854,128.9894,1.968,0.9999
2.6439,4.9916,1,0.5297,0.1857,0.4842,2.598,0.5297
3.4381,2.6168,2,0.6569,0.3668,1.3142,3.418,0.6569
3.074,3.163,3,0.324,0.0123,0.041,3.07,0.324
2.2331,2.3111,2,0.4831,0.1306,0.3182,2.2,0.4831
